nome;descricao;img1;grupo;img2;img3;img4;img5;img6;sugestao
Licor de Ginja 200ml;Produto artesanal obtido a partir da maceração da fruta da ginja que cresce na nossa encosta serrana.;static/produtos/licores/Licor_de_Ginja_200ml.png;1;static/produtos/licores/Licor_de_Ginja_200ml_atras.png;;;;;Para os mais gulosos sugere-se a sua ingestão num copo de chocolate.
Licor de Castanha 200ml;As castanhas que caem dos castanheiros presentes nos vários soutos da nossa serra dão o vigor e a consistência a esta bebida, típica da nossa região.;static/produtos/licores/Licor_de_Castanha _200ml.png;1;static/produtos/licores/Licor_de_Castanha_200ml_atras.png;;;;;A bebida ideal para uma tarde de Outono junto à lareira! 
Licor de Pastel de Nata 700ml;Uma das maravilhas gastronómicas de Portugal é o que dá origem a este licor esplêndido.;static/produtos/licores/Licor_Pastel_de_Nata_700ml.png;1;static/produtos/licores/Licor_Pastel_de_Nata_700ml_atras.png;;;;;Com um sabor doce, intenso e envolvente é a bebida ideal para qualquer hora e ocasião! 
Licor de Mousse de Chocolate 700ml;Uma bebida doce que faz juz ao nome, onde o intenso sabor a chocolate negro está presente num licor cremoso e intenso.;static/produtos/licores/Licor_de_Mousse_de_Chocolate_700ml.png;1;static/produtos/licores/Licor_de_Mousse_de_Chocolate_700ml_atras.png;;;;;A escolha perfeita para os mais gulosos! 
Licor de Amêndoa Amarga 700ml;Uma bebida tradicional da região algarvia, que pode ser servida como aperitivo, digestivo ou cocktail. ;static/produtos/licores/Licor_de_Amendoa_Amarga_700ml.png;1;static/produtos/licores/Licor_de_Amendoa_Amarga_700ml_atras.png;;;;;Para obter uma combinação perfeita sugere-se a adição de gelo ou limão! 
Licor de Ginja 700ml;Produto artesanal obtido a partir da maceração da fruta da ginja que cresce na nossa encosta serrana. ;static/produtos/licores/Licor_de_Ginja_700ml.png;1;static/produtos/licores/Licor_de_Ginja_700ml_atras.png;static/produtos/licores/varios_licores.png;;;;Para os mais gulosos sugere-se a sua ingestão num copo de chocolate.
Licor Serrano 700ml;Pelo nome percebe-se que esta bebida promete levar até sua casa os aromas típicos da encosta serrana. ;static/produtos/licores/Licor_Serrano_700ml.png;1;static/produtos/licores/Licor_Serrano_700ml_atras.png;static/produtos/licores/varios_licores.png;;;;Uma excelente opção para os mais curiosos!
Licor de Framboesa 100ml;Através da maceração das framboesas com a aguardente, obtém-se um licor saboroso e com uma cor viva. ;static/produtos/licores/Licor_de_Framboesa_100ml.png;1;static/produtos/licores/Licor_de_Framboesa_100ml_atras.png;static/produtos/licores/ultimos_tres_licores.png;static/produtos/licores/ultimos_tres_licores_atras.png;;;Uma ótima opção para beber a dois! 
Licor de Amora 100ml;A amora silvestre da nossa região é a que dá origem a esta bebida doce e envolvente, com uma cor negra típica deste fruto.;static/produtos/licores/Licor_de_Amora_100ml.png;1;static/produtos/licores/Licor_de_Amora_100ml_atras.png;static/produtos/licores/ultimos_tres_licores.png;static/produtos/licores/ultimos_tres_licores_atras.png;;;A bebida ideal para oferecer à sua cara metade! 
Licor de Cereja 100ml;É com as belíssimas cerejas da região da Cova da Beira que se produz este licor que promete invadir a sua casa com o aroma da fruta típica da região.   ;static/produtos/licores/Licor_de_Cereja_100ml.png;1;static/produtos/licores/Licor_de_Cereja_100ml_atras.png;static/produtos/licores/ultimos_tres_licores.png;static/produtos/licores/ultimos_tres_licores_atras.png;;;Uma excelente opção para todos os amantes deste fruto que é um dos ex-libris da região! 
Mel Flor de Urze 1Kg;Um mel característico das zonas montanhosas da Serra da Estrela, apresenta um sabor forte e uma consistência densa. O seu elevado valor nutricional torna-o num produto de excelência e bastante utilizado no tratamento de infeções do sistema urinário e da próstata. ;static/produtos/doces/Mel_Flor_de_Urze_1Kg.png;2;static/produtos/doces/Mel_Flor_de_Urze_1Kg_atras.png;static/produtos/doces/mel.png;;;;Um excelente acompanhamento para o seu chá!
Mel Flor de Urze 500g;Um mel característico das zonas montanhosas da Serra da Estrela, apresenta um sabor forte e uma consistência densa. O seu elevado valor nutricional torna-o num produto de excelência e bastante utilizado no tratamento de infeções do sistema urinário e da próstata. ;static/produtos/doces/Mel_Flor_de_Urze_500g.png;2;static/produtos/doces/Mel_Flor_de_Urze_500g_atras.png;static/produtos/doces/mel.png;;;;Um excelente acompanhamento para o seu chá!
Mel Flor de Urze 250g;Um mel característico das zonas montanhosas da Serra da Estrela, apresenta um sabor forte e uma consistência densa. O seu elevado valor nutricional torna-o num produto de excelência e bastante utilizado no tratamento de infeções do sistema urinário e da próstata. ;static/produtos/doces/Mel_Flor_de_Urze_250g.png;2;static/produtos/doces/Mel_Flor_de_Urze_250g_atras.png;static/produtos/doces/mel.png;;;;Um excelente acompanhamento para o seu chá!
Mel Flor de Rosmaninho 1Kg;As plantas de rosmaninho são características do interior do país e crescem com relativa abundância nas encostas serranas. Com o seu tom claro e sabor doce, este mel é ideal para dietas isentas de açúcar. ;static/produtos/doces/Mel_Flor_de_Rosmaninho_1Kg.png;2;static/produtos/doces/Mel_Flor_de_Rosmaninho_1Kg_atras.png;static/produtos/doces/mel.png;;;;É bastante utilizado na culinária em molhos agridoces e adicionado a queijos frescos, iogurtes naturais e frutos secos.
Mel Flor de Rosmaninho 500g;As plantas de rosmaninho são características do interior do país e crescem com relativa abundância nas encostas serranas. Com o seu tom claro e sabor doce, este mel é ideal para dietas isentas de açúcar. ;static/produtos/doces/Mel_Flor_de_Rosmaninho_500g.png;2;static/produtos/doces/Mel_Flor_de_Rosmaninho_500g_atras.png;static/produtos/doces/mel.png;;;;É bastante utilizado na culinária em molhos agridoces e adicionado a queijos frescos, iogurtes naturais e frutos secos.
Mel Flor de Rosmaninho 250g;As plantas de rosmaninho são características do interior do país e crescem com relativa abundância nas encostas serranas. Com o seu tom claro e sabor doce, este mel é ideal para dietas isentas de açúcar. ;static/produtos/doces/Mel_Flor_de_Rosmaninho_250g.png;2;static/produtos/doces/Mel_Flor_de_Rosmaninho_250g_atras.png;static/produtos/doces/mel.png;;;;É bastante utilizado na culinária em molhos agridoces e adicionado a queijos frescos, iogurtes naturais e frutos secos.
Pólen 220g;O pólen das abelhas é rico em vitaminas, minerais e antioxidantes. A sua utilização é bastante variada destacando-se a prevenção de AVC e enfartes e o seu uso como anti-inflamatório. ;static/produtos/doces/Polen_220g.png;2;static/produtos/doces/Polen_220g_tras.png;;;;;Um ótimo produto para adicionar a iogurtes, frutas, cereais, saladas, sopas e papas de aveia!
Doce de Tangerina 250g;Feito através de tangerinas biológicas é um doce ideal para adicionar no seu pequeno almoço ou lanche. Pode assim, usufruir dos benefícios deste fruto, nomeadamente, ao nível da saúde intestinal e do sistema imunitário. ;static/produtos/doces/Doce_de_Tangerina_250g.png;2;static/produtos/doces/Doce_de_Tangerina_250g_atras.png;;;;;Ideal para juntar a uma fatia de pão e acompanhar com chá e mel!
Doce de Figo 250g;O figo é um fruto altamente nutritivo e com diversos benefícios para o organismo. ;static/produtos/doces/Doce_de_Figo_250g.png;2;static/produtos/doces/Doce_de_Figo_250g_atras.png;;;;;Este doce, para além da normal utilização com pão, pode ainda ser usado com tempero de saladas ou topping de sobremesas.
Doce de Mirtilo 125g;Um doce artesanal que tem na sua base mirtilos doces, frescos e biológicos que garantem a qualidade do produto. ;static/produtos/doces/Doce_de_Mirtilo_125g.png;2;static/produtos/doces/Doce_de_Mirtilo_125g_atras.png;;;;;É usualmente usado com iogurte, gelado, em bolos e, obviamente, numa fatia de pão.
Doce de Curgete e Laranja 250g;Um doce que resulta da combinação de dois alimentos muito diferentes entre si mas onde o resultado final desperta a curiosidade de qualquer um! Por um lado, a curgete aliada da visão e dos ossos e por outro, a laranja associada ao sistema imunitário e ao rejuvenescimento da pele. ;static/produtos/doces/Doce_de_Curgete_e_Laranja_250g.png;2;static/produtos/doces/Doce_de_Curgete_e_Laranja_250g_atras.png;;;;;Um sabor forte que promete adoçar as suas refeições!
Doce de Curgete e Laranja 125g;Um doce que resulta da combinação de dois alimentos muito diferentes entre si mas onde o resultado final desperta a curiosidade de qualquer um! Por um lado, a curgete aliada da visão e dos ossos e por outro, a laranja associada ao sistema imunitário e ao rejuvenescimento da pele. ;static/produtos/doces/Doce_de_Curgete_e_Laranja_125g.png;2;static/produtos/doces/Doce_de_Curgete_e_Laranja_125g_atras.png;;;;;Um sabor forte que promete adoçar as suas refeições!
Doce de Framboesa 250g;O fruto na base deste doce é conhecido por ser antioxidante e um excelente agente no fortalecimento do sistema imunitário, devido à presença de vitamina C. ;static/produtos/doces/Doce_de_Framboesa_250g.png;2;static/produtos/doces/Doce_de_Framboesa_250g_atras.png;;;;;Uma escolha doce e saborosa para complementar o seu pequeno-almoço ou lanche!
Doce de Frutos do Bosque 250g;100% natural e sem recurso a corantes ou conservantes, o mel de frutos do bosque combina os deliciosos sabores das framboesas, mirtilos, amoras e morangos. ;static/produtos/doces/Doce_de_Frutos_do_Bosque_250g.png;2;static/produtos/doces/Doce_de_Frutos_do_Bosque_250g_atras.png;;;;;Uma bela opção para começar o dia da melhor forma!
Doce de Abóbora 125g;Um dos ex-libris da nossa Serra é o doce de abóbora, feito com ingredientes naturais e deliciosos.;static/produtos/doces/Doce_de_Abobora_125g.png;2;static/produtos/doces/Doce_de_Abobora_125g_atras.png;;;;;Uma ótima opção para acompanhar com requeijão, outro dos clássicos desta região.
Doce de Abóbora 250g;Um dos ex-libris da nossa Serra é o doce de abóbora, feito com ingredientes naturais e deliciosos.;static/produtos/doces/Doce_de_Abobora_250g.png;2;static/produtos/doces/Doce_de_Abobora_250g_atras.png;;;;;Uma ótima opção para acompanhar com requeijão, outro dos clássicos desta região.
Doce de Abóbora 500g;Um dos ex-libris da nossa Serra é o doce de abóbora, feito com ingredientes naturais e deliciosos.;static/produtos/doces/Doce_de_Abobora_500g.png;2;static/produtos/doces/Doce_de_Abobora_500g_atras.png;;;;;Uma ótima opção para acompanhar com requeijão, outro dos clássicos desta região.
Doce de Abóbora com Noz 500g;Um doce de textura crocante que resulta da combinação de doce de abóbora com as melhores nozes. A inclusão destes frutos secos dá-lhe um elevado valor nutricional conjugado com um sabor doce e delicioso. ;static/produtos/doces/Doce_de_Abobora_com_Noz_500g.png;2;static/produtos/doces/Doce_de_Abobora_com_Noz_500g_atras.png;;;;;Ótimo para acompanhar o seu lanche!
Doce de Abóbora com Noz 250g;Um doce de textura crocante que resulta da combinação de doce de abóbora com as melhores nozes. A inclusão destes frutos secos dá-lhe um elevado valor nutricional conjugado com um sabor doce e delicioso. ;static/produtos/doces/Doce_de_Abobora_com_Noz_250g.png;2;static/produtos/doces/Doce_de_Abobora_com_Noz_250g_atras.png;;;;;Ótimo para acompanhar o seu lanche!
Doce de Abóbora com Noz 125g;Um doce de textura crocante que resulta da combinação de doce de abóbora com as melhores nozes. A inclusão destes frutos secos dá-lhe um elevado valor nutricional conjugado com um sabor doce e delicioso. ;static/produtos/doces/Doce_de_Abobora_com_Noz_125g.png;2;static/produtos/doces/Doce_de_Abobora_com_Noz_125g_atras.png;;;;;Ótimo para acompanhar o seu lanche!
Potes de Mel Tamanho Variado;De tamanhos variados, estes potes de excelência guardam o doce Mel, seja de Flor de Urze, seja de Flor de Rosmaninho.;static/produtos/doces/Potes_de_Mel_Tamanho_Variado.png;2;static/produtos/doces/Potes_de_Mel_Tamanho_Variado_2.png;;;;;Para além de guardar o mel, os mais variados estilos destes potes são também peças decorativas para ficarem fora do armário.
Caneca Serra da Estrela;Esta caneca promete tornar as suas refeições mais agradáveis dando um ambiente mais serrano à sua casa. ;static/produtos/lembrancas/Caneca_Serra_da_Estrela_1.png;3;static/produtos/lembrancas/Caneca_Serra_da_Estrela_2.png;;;;;Um ótimo presente para si ou para os seus amigos e familiares.
Peluche Cão Serra da Estrela;Um dos ex-libris da nossa Serra da Estrela. Em tamanho mais pequeno que o habitual mas encantador como sempre!;static/produtos/lembrancas/Cao_Serra_da_Estrela.png;3;static/produtos/lembrancas/Peluches_cao_lobo.png;;;;;Uma ótima lembrança para si ou para oferecer aos seus amigos!
Copos de Shot;Mais um para adicionar à coleção mas desta vez com os ares da nossa Serra.;static/produtos/lembrancas/Copos_de_Shot_1.png;3;static/produtos/lembrancas/Copos_de_Shot_2.png;static/produtos/lembrancas/Copos_de_Shot_3.png;static/produtos/lembrancas/Copos_de_Shot_4.png;;;Se não for colecionador, é sempre bom ter um destes à mão para utilizar numa ocasião especial ou para oferecer.
Globo de Neve;Sendo a nossa região uma região de neve, e na impossibilidade de a levar até si, estes globos fazem esse trabalho e abrem-lhe o apetite para uma visita a este paraíso.;static/produtos/lembrancas/Globo_de_Neve.png;3;;;;;;Uma ótima escolha para oferecer a algum familiar ou amigo!
Imans Variados;Se é colecionador ou não, isso não importa uma vez que estes ímans, pelas suas imagens, não deixam ninguém indiferente.;static/produtos/lembrancas/Imans_Variados.png;3;;;;;;Uma opção mais em conta para os que querem mostrar um pouco do que temos nesta região.
Peluche Cão Grande;Na impossibilidade de adquirir um cão Serra da Estrela, este peluche promete ser um amigo fiel e fofo. E ainda apresenta um botão em que ao clicar emite o som do animal. ;static/produtos/lembrancas/Peluche_Cao_Grande.png;3;static/produtos/lembrancas/Peluches_cao_lobo.png;;;;;Uma escolha ideal para os mais novos!
Peluche Cão Pequeno;Num formato mais pequeno e, por isso, mais fácil de transportar.;static/produtos/lembrancas/Peluche_Cao_Pequeno_1.png;3;static/produtos/lembrancas/Peluche_Cao_Pequeno_2.png;;;;;Este peluche é um presente ideal para oferecer à sua cara metade ou aos seus amigos.
Peluche Lobo;Um animal difícil de encontrar na nossa Serra nos dias que correm, mas muito presente em tempos mais antigos. Uma dor de cabeça para os pastores que se apoiavam nos cães Serra da Estrela para proteger os seus rebanhos.;static/produtos/lembrancas/Peluche_Lobo_1.png;3;static/produtos/lembrancas/Peluche_Lobo_2.png;static/produtos/lembrancas/Peluches_cao_lobo.png;;;;Um peluche que pretende eternizar este animal em toda a sua essência.
Peluche Ovelha Médio;Animais que fazem parar o trânsito e que proporcionam belas fotos a quem não está habituado a ver estas coisas no seu dia-a-dia.;static/produtos/lembrancas/Peluche_Ovelha_Medio_1.png;3;static/produtos/lembrancas/Peluche_Ovelha_Medio_2.png;static/produtos/lembrancas/Peluche_Ovelha_Medio_3.png;static/produtos/lembrancas/ovelhas.png;;;Um clássico da nossa Serra, desta vez no formato de peluche.
Peluche Ovelha Pequeno;Em grande ou pequeno estes peluches pretendem demonstrar a essência das ovelhas, contando com um botão em que ao clicar emite o som do animal.;static/produtos/lembrancas/Peluche_Ovelha_Pequeno_1.png;3;static/produtos/lembrancas/Peluche_Ovelha_Pequeno_2.png;static/produtos/lembrancas/Peluche_Ovelha_Pequeno_3.png;static/produtos/lembrancas/ovelhas.png;;;Um presente adequado para todas as idades!
Cachecol Tons Bege-Castanho;Fabricados a partir de lãs 100% nacionais, os nossos cachecóis de tons bege-castanhos, para além de confortáveis e quentes, representam as cores do outono, uma das estações mais belas da nossa região.;static/produtos/las/Cachecois/Cachecol_Tons_Bege-Castanho.png;41;static/produtos/las/Cachecois/Cachecol_Tons_Bege-Castanho_2.png;;;;;Com cores simples e outonais, combinam com qualquer look de inverno/outono. 
Conjunto de Cachecóis;Com os nossos conjuntos de cachecóis, produzidos a partir de lãs 100% nacionais, garantimos-lhe uma forma de se manter quente, protegido e sempre confortável.;static/produtos/las/Cachecois/Varios.png;41;;;;;;Com cores simples e outonais, combinam com qualquer look de inverno/outono. 
Conjunto de Gorros;Apresentamos a nossa coleção de gorros, de todos os tamanhos e cores, o vestuário ideal para si e para a sua família. Nada melhor que estes conjuntos para combater o frio de inverno.;static/produtos/las/Gorros/Conjunto_Gorros-removebg-preview.png;42;;;;;;De todos os tamanhos, feitios e cores, são o acessório ideal para este inverno, perfeitos para usar com um look mais simples ou elaborado.
Gorro com Tranças;Os nossos gorros com tranças protetoras de orelhas para além de quentes e confortáveis, são ideais para completar o seu look neste inverno.;static/produtos/las/Gorros/Gorro_com_Trancas_1-removebg-preview.png;42;static/produtos/las/Gorros/Gorro_com_Trancas_2-removebg-preview.png;static/produtos/las/Gorros/Gorro_com_Trancas_3-removebg-preview.png;;;;De todos os tamanhos, feitios e cores, são o acessório ideal para este inverno, perfeitos para usar com um look mais simples ou elaborado.
